	Entity1	Entity2	Stength
5572	湿米粉	脱氢乙酸	1
5571	湿米粉	钠	1
5570	面酥	铝	1
5569	荞麦烧45°	甜蜜素	1
5568	果酱三明治	脱氢乙酸	1
5567	葡式糕点	山梨酸	1
5566	葡式糕点	钾	1
5565	鲈鱼	呋喃西林代谢物	1
5564	腌大头菜	防腐剂	1
5563	糖尿人膳食营养粥—早餐	霉菌	1
5562	海王牌金樽片	泛酸	1
5561	海王牌金樽片	钙	1
5560	名厨牛肉干	山梨酸	1
5559	海绵蛋糕	铝	1
5558	白泉米烧	糖精钠	1
5557	白泉米烧	钠	1
5556	肉松面包	脱氢乙酸	1
5555	肉松面包	钠	1
5554	小黄鱼	氯霉素	1
5553	芝麻片	日落黄	1
5552	休闲食品	铝	1
5551	千峰高山泉	铜	1
5550	绿葡萄	苯醚甲环唑	1
5549	9°米醋	总酸	1
5548	酥皮大月饼	霉菌	1
5547	豆豉	山梨酸	2
5546	豆豉	钾	2
5545	谷烧	甜蜜素	3
5544	和恒加饭酒	氨基酸态氮	1
5543	紫薯蛋黄酥	霉菌	1
5542	手工青团	脱氢乙酸	1
5541	手工青团	钠	1
5540	高粱稻谷酒	甜蜜素	1
5539	爱定富强小麦粉	脱氧雪腐镰刀菌烯醇	1
5538	鸡蛋豆腐	沙门氏菌	1
5537	鲜放养土鸡蛋	恩诺沙星	1
5536	麻饼	胭脂红	1
5535	花生酥	霉菌	1
5534	蒋家龙门千层饼	铝	1
5533	嗨辣棒棒香	脱氢乙酸	1
5532	冰糖杨梅	铅	1
5531	生姜片	苯甲酸	1
5530	生姜片	钠	1
5529	软面包	脱氢乙酸	1
5528	软面包	钠	1
5527	港式黄金奶条	柠檬黄	1
5526	白萝卜	氟	3
5525	威奇山泉	耗氧量	1
5524	葱油花卷	铝	1
5523	公生糟坊牌乌镇老酒	β-苯乙醇	1
5522	生猪肉	五氯酚酸钠	1
5521	生猪肉	钠	1
5520	糖醋蒜	糖精钠	1
5519	糖醋蒜	钠	1
5518	烘烤鳕鱼片	N-二甲基亚硝胺	1
5517	包头鱼	恩诺沙星	1
5516	包头鱼	环丙沙星	1
5515	花包	环已基氨基磺酸钠	1
5514	花包	甜蜜素	1
5513	花包	钠	1
5512	民乐泉饮用纯净水	铜	1
5511	中豆芽	6-苄基腺嘌呤	1
5510	香酥麻花	环己基氨基磺酸钠	1
5509	香酥麻花	甜蜜素	1
5508	香酥麻花	钠	1
5507	奶油蛋糕	苯甲酸	1
5506	奶油蛋糕	钠	1
5505	卷心菜	甲基异柳磷	1
5504	卷心菜	磷	1
5503	泡椒带鱼	苯甲酸	1
5502	红豆粽	甜蜜素	1
5501	港式水晶果	环己基氨基磺酸钠	1
5500	港式水晶果	甜蜜素	1
5499	港式水晶果	钠	1
5498	粗面	脱氢乙酸	1
5497	粗面	钠	2
5496	油豆腐干	苯甲酸	1
5495	油豆腐干	钠	1
5494	普陀山观音饼	铝	1
5493	木头鸭	磺胺类	1
5492	窖香春52°	甜蜜素	1
5491	板栗糕	山梨酸	1
5490	板栗糕	钾	1
5489	猪肝	氟	1
5488	蛋糕	铝	1
5487	手工烤肠	诱惑红	1
5486	纯谷酒58°	甜蜜素	1
5485	山哩珍	商业无菌	1
5484	散称切年糕	脱氢乙酸	1
5483	散称切年糕	钠	1
5482	红壳鸡蛋	氟甲砜霉素	1
5481	红壳鸡蛋	甲砜霉素	1
5480	手撕鱿鱼丝	N-二甲基亚硝胺	1
5479	绿豆冰糕	柠檬黄	1
5478	板栗糕	脱氢乙酸	1
5477	小布丁蛋糕	脱氢乙酸	1
5476	小布丁蛋糕	钠	1
5475	土鸡精调味料	谷氨酸钠	1
5474	杨梅酒	铅	3
5473	平江豆干	脱氢乙酸	1
5472	女人缘牌减肥胶囊	N-单去甲基西布曲明	1
5471	猕猴桃酒	铅	1
5470	螃蟹	镉	1
5469	京仁堂牌人参海狗丸	溶散时限	1
5468	太阳山山泉饮用纯净水	铜	1
5467	话梅干果	二氧化硫	1
5466	香辣味金针菇	乙二胺四乙酸二钠	1
5465	香辣味金针菇	钠	1
5464	芝麻蛋糕	防腐剂	1
5463	绿豆糕	富马酸二甲酯	1
5462	新昌小京生花生	霉菌	1
5461	红糖花卷	环已基氨基磺酸钠	1
5460	红糖花卷	甜蜜素	2
5459	红糖花卷	钠	2
5458	龙井茶	水胺硫磷	1
5457	龙井茶	磷	6
5456	红膏蟹糊	副溶血性弧菌	1
5455	鸭肠	呋喃它酮代谢物	1
5454	水果植物酵素	脱氢乙酸	1
5453	金牌牛力骨	莱克多巴胺	1
5452	老白干	氰化物	1
5451	仙人坞天然山泉水	铜	1
5450	花卷	甜蜜素	3
5449	红糖小麻花	糖精钠	2
5448	红糖小麻花	钠	2
5447	血橙	克百威	1
5446	小笼包	甜蜜素	1
5445	湖蟹	呋喃西林代谢物	2
5444	小酥饼	脱氢乙酸	1
5443	小酥饼	钠	1
5442	芝士蛋糕	金黄色葡萄球菌	1
5441	莲子烧酒	甜蜜素	1
5440	酒糟发糕	甜蜜素	1
5439	猪肝	胭脂红	1
5438	糖立平 堂恒牌好康舒胶囊	盐酸苯乙双胍	1
5437	香辣鱿鱼条	N-二甲基亚硝胺	1
5436	鲜豆苗	4-氯苯氧乙酸	1
5435	酱老姜	甜蜜素	1
5434	大闸蟹	孔雀石绿	1
5433	火腿香酥月饼	山梨酸	1
5432	火腿香酥月饼	钾	1
5431	厨里香川味菜籽油	乙基麦芽酚	1
5430	小餐包	脱氢乙酸	1
5429	小节肠	氯霉素	1
5428	菊泉饮用纯净水	铜	1
5427	腊鸭头	亚硝酸盐	1
5426	腊鸭头	硝酸盐	1
5425	腊鸭头	钠	1
5424	香脆杏仁	霉菌	1
5423	红糖花卷	糖精钠	1
5422	拌胡萝卜蛋糕	霉菌	1
5421	金丝香粘	镉	1
5420	白酒46°	甜蜜素	1
5419	猪颈肉	多西环素	1
5418	虫草花	二氧化硫	3
5417	乌骨鸡	环丙沙星	1
5416	虎皮凤爪	防腐剂	1
5415	玫瑰香醋	总酸	2
5414	泡泡果汁泥 苹果香橙	总钠	1
5413	泡泡果汁泥 苹果香橙	钠	1
5412	沙糖桔	克百威	1
5411	原味鱿鱼丝	N-二甲基亚硝胺	1
5410	糯米烧白酒	糖精钠	1
5409	糯米烧白酒	钠	1
5408	小滑头海苔味	山梨酸	3
5407	小滑头海苔味	钾	3
5406	葱拌海蜇	铝	1
5405	优级赤霞珠干红葡萄酒	甜蜜素	1
5404	苏式月饼	铝	1
5403	素牛肉丝	脱氢乙酸	1
5402	素牛肉丝	钠	1
5401	酱鸭	酸性橙Ⅱ	2
5400	果蔬谷物餐	钠	1
5399	汤泡海蜇	铝	1
5398	竹节虾	二氧化硫	1
5397	寿全斋单晶体冰糖	还原糖	1
5396	乌鸡	五氯酚酸钠	1
5395	乌鸡	钠	1
5394	温州粉条	脱氢乙酸	1
5393	温州粉条	钠	1
5392	水果戚风蛋糕	霉菌	1
5391	香辣棒	脱氢乙酸	2
5390	香辣棒	钠	2
5389	香油拌海蜇	铝	1
5388	蓝海芒芒	霉菌	1
5387	无籽提	戊菌唑	1
5386	河南粉	亮蓝	1
5385	墨鱼鲞	N-二甲基亚硝胺	1
5384	辣条小食代	山梨酸	1
5383	辣条小食代	钾	1
5382	散装基地冰鲜黄鱼	氟	2
5381	白咸菜	二氧化硫	1
5380	红丝	胭脂红	1
5379	邓家味道	山梨酸	1
5378	邓家味道	钾	1
5377	桑葚黑芝麻混合水果燕麦片	钠	1
5376	小白菜	阿维菌素	1
5375	五香榨菜丝	苯甲酸	2
5374	五香榨菜丝	钠	2
5373	长涂花生酥	霉菌	1
5372	蘸酱海蜇	铝	1
5371	小美芹	毒死蜱	1
5370	金丝皇菊	敌敌畏	1
5369	海苔香酥	霉菌	1
5368	淀粉制品）	铝	1
5367	奶油水果蛋糕	霉菌	1
5366	精品年糕	脱氢乙酸	1
5365	精品年糕	钠	1
5364	酸辣粉	日落黄	1
5363	风味鱼	镉	2
5362	别洛哥里耶牌克里斯饼干	钠	1
5361	果蔬纤维代餐粉	能量	1
5360	活鲫鱼	氟	3
5359	经典三明治	霉菌	1
5358	麻辣小鱼仔	镉	1
5357	咸菜	二氧化硫	1
5356	黄腌菜	二氧化硫	3
5355	酱白菜	二氧化硫	1
5354	椰蓉鲜面包	霉菌	1
5353	河南粉	柠檬黄	1
5352	酒鬼蹄筋味素食	山梨酸	1
5351	酒鬼蹄筋味素食	钾	1
5350	红烧素鱼排	山梨酸	1
5349	红烧素鱼排	钾	1
5348	小山宝食品	霉菌	1
5347	特制小麦粉	脱氧雪腐镰刀菌烯醇	1
5346	五香干榨菜	二氧化硫	6
5345	果味面包	防腐剂	1
5344	MELLIN香蕉奇异果果泥	总钠	1
5343	MELLIN香蕉奇异果果泥	钠	1
5342	烘焙果仁燕麦片	碳水化合物	1
5341	桑葚酒	山梨酸	1
5340	桑葚酒	钾	1
5339	大青菜	甲胺磷	1
5338	大青菜	磷	1
5337	糖果	胭脂红	1
5336	蛋黄豆沙味月饼	防腐剂	1
5335	鲜活沼虾	恩诺沙星	1
5334	鲜活沼虾	环丙沙星	1
5333	红豆薏米玫瑰粉	霉菌	1
5332	大刀牛肉味	山梨酸	2
5331	大刀牛肉味	钾	2
5330	全形榨菜	苯甲酸	3
5329	全形榨菜	钠	3
5328	姜汁红糖	不溶于水杂质	1
5327	蒜	苯甲酸	1
5326	蒜	钠	1
5325	放养蛋	氟	1
5324	红灯绿灯	日落黄	1
5323	进口香蕉	吡唑醚菌酯	1
5322	腌酱菜	苯甲酸	1
5321	腌酱菜	钠	1
5320	罗汉笋尖	二氧化硫	1
5319	小王子多一道蒸蛋糕干	铝	1
5318	全麦蔓越莓饼	钠	1
5317	卤鸡爪	亚硝酸盐	1
5316	卤鸡爪	硝酸盐	1
5315	五谷粗粮代餐饼	能量	1
5314	土蜂蜜	氟	2
5313	乳菌蒸蛋糕	脱氢乙酸	1
5312	北陶香米	镉	1
5311	黑麻糕	霉菌	1
5310	优选绿豆面	铝	1
5309	晴王葡萄	己唑醇	1
5308	饮用天然泉水	铜	4
5307	高分散白色素	铅	1
5306	米烧酒	铅	1
5305	开胃素鸡丝	山梨酸	1
5304	开胃素鸡丝	钾	1
5303	红薯粉丝	柠檬黄	1
5302	吃不厌金枣	铅	1
5301	酱鸭脖	糖精钠	1
5300	酱鸭脖	钠	1
5299	丝丝爽	安赛蜜	1
5298	香辣棒	山梨酸	2
5297	香辣棒	钾	2
5296	生牛肉	克伦特罗	2
5295	鸭掌	脱氢乙酸	2
5294	食品级粗制鱼油	总砷	1
5293	大闸蟹	镉	1
5292	重庆小面	脱氢乙酸	1
5291	重庆小面	钠	2
5290	豆面	铝	5
5289	广西鸡	尼卡巴嗪	2
5288	干菜毗肉	铅	1
5287	莲子黑芝麻糊	霉菌	1
5286	软萌糯米条	山梨酸	1
5285	软萌糯米条	钾	1
5284	烧烤魔料	苯甲酸	1
5283	烧烤魔料	钠	1
5282	代餐蛋圆饼干	钠	1
5281	苍湖大米	镉	2
5280	低度荞麦酒	甜蜜素	1
5279	花介菜	二氧化硫	1
5278	邓家素鱼排	脱氢乙酸	1
5277	邓家素鱼排	钠	1
5276	虾兵蟹将调味面制食品	脱氢乙酸	1
5275	虾兵蟹将调味面制食品	钠	2
5274	素鳝鱼卷	脱氢乙酸	1
5273	素鳝鱼卷	钠	2
5272	果薯园可可燕麦魔芋饼	钠	1
5271	唯壹饮用纯净水	铜	1
5270	卤牛肉	酸性橙Ⅱ	1
5269	原味燕麦酥	能量	1
5268	桂圆肉	铅	1
5267	洋鸭	磺胺类	1
5266	花甲	恩诺沙星	1
5265	花甲	环丙沙星	1
5264	代餐蛋圆饼干	碳水化合物	1
5263	散装恒泽加洲鲈鱼	氟	1
5262	金银花猕猴桃配方奶米粉	镉	1
5261	带鱼段	地西泮	1
5260	水产品	氯霉素	1
5259	高粱王	甜蜜素	2
5258	榴莲蛋糕	霉菌	1
5257	高汤晶调味料	甜蜜素	1
5256	金粒御祥珍珠米	镉	1
5255	豇豆	氯唑磷	2
5254	素田螺肉	丙酸	1
5253	素田螺肉	钙	1
5252	素田螺肉	钠	2
5251	麻辣牛肉	铬	1
5250	抹茶蛋糕	霉菌	1
5249	调味面制食品	山梨酸	5
5248	调味面制食品	钾	5
5247	慷慨牌谷物代餐饼干片	钠	1
5246	开胃素鸡丝	脱氢乙酸	1
5245	开胃素鸡丝	钠	1
5244	小面筋	安赛蜜	1
5243	巴西回锅肉	山梨酸	2
5242	巴西回锅肉	钾	2
5241	洁玉牌三笑灵胶囊	格列本脲	1
5240	精品酱菜	苯甲酸	1
5239	精品酱菜	钠	1
5238	酒鬼蹄筋味-素食	山梨酸	1
5237	酒鬼蹄筋味-素食	钾	1
5236	糖水椰果	阿斯巴甜	1
5235	古煌料酒	甜蜜素	1
5234	三月黄太湖蟹	呋喃西林代谢物	1
5233	水产	氟	1
5232	中华活胰宝	格列本脲	1
5231	金桔	三唑磷	1
5230	金桔	磷	1
5229	棒棒爽	脱氢乙酸	1
5228	棒棒爽	钠	1
5227	MELLIN苹果香蕉果泥	总钠	1
5226	MELLIN苹果香蕉果泥	钠	1
5225	临安山核桃仁	霉菌	1
5224	甜辣黄鱼	苯甲酸	1
5223	甜辣黄鱼	钠	1
5222	瓶装螺酱	苯甲酸	1
5221	瓶装螺酱	钠	1
5220	维也纳风情	霉菌	1
5219	冷鲜乌鸡	恩诺沙星	1
5218	冷鲜乌鸡	环丙沙星	1
5217	调味面制食品	安赛蜜	1
5216	荣红五香榨菜	二氧化硫	1
5215	顶级海蜇	铝	1
5214	绿豇豆	甲胺磷	1
5213	绿豇豆	磷	1
5212	百味金丝素食	脱氢乙酸	1
5211	百味金丝素食	钠	1
5210	阿标五香榨菜	防腐剂	1
5209	莫干山饮用天然水	铜	2
5208	黑米面包	霉菌	1
5207	土鸡精	谷氨酸钠	1
5206	土鸡精	钠	1
5205	极品海蜇	铝	1
5204	锅盖大拇哥肠	糖精钠	1
5203	锅盖大拇哥肠	钠	1
5202	正宗本地豆面	苋菜红	1
5201	白腌菜	二氧化硫	2
5200	山核桃碎仁	霉菌	1
5199	碧泉饮用纯净水	铜	1
5198	泡椒牛柳	胭脂红	1
5197	手撕牛板筋	脱氢乙酸	1
5196	手撕牛板筋	钠	1
5195	梭子红膏蟹	镉	1
5194	甄乡鸡蛋	恩诺沙星	1
5193	甄乡鸡蛋	环丙沙星	1
5192	重庆小面	安赛蜜	1
5191	卤水豆干	苯甲酸	1
5190	卤水豆干	钠	1
5189	脱皮芋艿	二氧化硫	1
5188	红豆薏米燕麦饼	能量	1
5187	棒棒爽	山梨酸	1
5186	棒棒爽	钾	1
5185	猕猴桃干	亮蓝	1
5184	油炸绿豆糕	富马酸二甲酯	1
5183	60度老酒汗	甜蜜素	1
5182	震洋鳕鱼片	N-二甲基亚硝胺	1
5181	坚果藕粉	霉菌	1
5180	香辣牛肉味	安赛蜜	1
5179	糟烧	甜蜜素	1
5178	好老婆宽片	脱氢乙酸	2
5177	好老婆宽片	钠	2
5176	鲜满香野鸡精	呈味核苷酸二钠	1
5175	鲜满香野鸡精	核苷酸	1
5174	鲜满香野鸡精	钠	1
5173	三黄鸡	多西环素	1
5172	松仁豆饼	山梨酸	1
5171	松仁豆饼	钾	1
5170	鸭脖	糖精钠	1
5169	鸭脖	钠	1
5168	牛腩肉	克伦特罗	1
5167	散装绍兴杀白乌骨鸡	氟	1
5166	大辣棒	脱氢乙酸	1
5165	黄瓜鱼	磺胺类	1
5164	济公山泉	铜	1
5163	软式面包	脱氢乙酸	2
5162	软式面包	钠	2
5161	原味海蜇头	铝	1
5160	红豇豆	乐果	2
5159	片甲不留	安赛蜜	1
5158	上海青	氯氰菊酯	1
5157	洁玉牌三笑灵胶囊	盐酸二甲双胍	1
5156	锦日糖蒜	糖精钠	1
5155	锦日糖蒜	钠	2
5154	奶香蛋糕	柠檬黄	1
5153	五香咸脆花生	二氧化硫	1
5152	重庆小面	丙酸	1
5151	重庆小面	钙	1
5150	小面筋	脱氢乙酸	1
5149	小面筋	钠	1
5148	小布丁香辣味素肉	脱氢乙酸	1
5147	小布丁香辣味素肉	钠	1
5146	全麦魔芋饼	碳水化合物	1
5145	长茄子	镉	1
5144	坚果燕麦棒	霉菌	1
5143	腌雪菜	二氧化硫	1
5142	纯蛋糕	丙二醇	1
5141	河南粉	日落黄	1
5140	养胰糖方小可胶囊	格列本脲	1
5139	大头菜	二氧化硫	1
5138	泡制凤爪	山梨酸	1
5137	泡制凤爪	钾	1
5136	白公鱼干	二氧化硫	1
5135	榴莲芝士	霉菌	1
5134	香百鲜鸡精调味料	呈味核苷酸二钠	1
5133	香百鲜鸡精调味料	核苷酸	1
5132	香百鲜鸡精调味料	钠	1
5131	老傅记海绵蛋糕	丙二醇	1
5130	虫草鹿鞭鞭丸胶囊正品	西地那非	1
5129	50°原浆糟烧	甜蜜素	1
5128	牛小腱子	克伦特罗	1
5127	原味风味饮料浓浆	安赛蜜	1
5126	牛肉	恩诺沙星	1
5125	牛肉	环丙沙星	1
5124	五谷粗粮代餐饼	钠	1
5123	大头菜	糖精钠	1
5122	小美芹	甲拌磷	1
5121	小美芹	磷	1
5120	韭黄	毒死蜱	2
5119	红枣桂圆茶	二氧化硫	1
5118	大面筋	安赛蜜	2
5117	荞麦原浆酒	甜蜜素	1
5116	香辣牛肉	铬	2
5115	萝卜条	脱氢乙酸	1
5114	红小米椒	镉	1
5113	四彩水果蛋糕	霉菌	1
5112	加州鲈鱼	恩诺沙星	1
5111	加州鲈鱼	环丙沙星	1
5110	红昌鳊鱼	恩诺沙星	1
5109	红昌鳊鱼	环丙沙星	1
5108	百老泉精制荞麦酒52º	甜蜜素	1
5107	腓力素牛排	山梨酸	1
5106	腓力素牛排	钾	1
5105	香汁脆口海蜇	铝	1
5104	咬我呀	安赛蜜	1
5103	泡椒牛柳	脱氢乙酸	1
5102	泡椒牛柳	钠	1
5101	代餐蛋圆饼干	能量	1
5100	精制长条水磨年糕	脱氢乙酸	1
5099	精制长条水磨年糕	钠	1
5098	正宗本地豆面	亮蓝	1
5097	玉美人饮用纯净水	铜	1
5096	纯净水	铜	6
5095	油甲	环丙沙星	3
5094	开胃丝	山梨酸	2
5093	开胃丝	钾	2
5092	香葱椒盐味麻花	铝	1
5091	虾兵蟹将调味面制食品	安赛蜜	1
5090	永辉优选馋大狮烤鳕鱼片	N-二甲基亚硝胺	1
5089	宫爆素鸡丁	丙酸	1
5088	宫爆素鸡丁	钙	1
5087	宫爆素鸡丁	钠	2
5086	面包蟹	镉	1
5085	小滑头海苔味	脱氢乙酸	3
5084	小滑头海苔味	钠	3
5083	大别山土鸡蛋	恩诺沙星	1
5082	大别山土鸡蛋	环丙沙星	1
5081	小米椒	咪鲜胺	1
5080	羊腿	五氯酚酸钠	1
5079	羊腿	钠	1
5078	豆面3	铝	1
5077	极品海蜇头	铝	1
5076	千岛湖碧泉饮用天然水	铜	1
5075	素鳝鱼卷	丙酸	1
5074	素鳝鱼卷	钙	1
5073	小牛排味	脱氢乙酸	2
5072	小牛排味	钠	2
5071	新小洋人-片片香辣	脱氢乙酸	1
5070	新小洋人-片片香辣	钠	1
5069	50度金山陵五年陈酿	甜蜜素	1
5068	提拉米苏蛋糕	防腐剂	1
5067	河南粉	苋菜红	1
5066	香草双莓慕斯	霉菌	1
5065	膳博士草乡猪猪肝	五氯酚酸钠	1
5064	膳博士草乡猪猪肝	钠	1
5063	红虾干	二氧化硫	1
5062	香葱姑嫂饼	脱氢乙酸	1
5061	香葱姑嫂饼	钠	1
5060	小牛排味	山梨酸	2
5059	小牛排味	钾	2
5058	香肠	脱氢乙酸	4
5057	大来峰山泉	铜	1
5056	活水泉饮用纯净水	铜	1
5055	芝麻味艾糕	脱氢乙酸	1
5054	芝麻味艾糕	钠	1
5053	大刀牛肉味	脱氢乙酸	2
5052	大刀牛肉味	钠	2
5051	生乌鸡	氟	1
5050	酸辣粉	柠檬黄	1
5049	金沙泉饮用天然水	溴酸盐	1
5048	灯椒	乐果	1
5047	网红辣块	山梨酸	1
5046	网红辣块	钾	1
5045	玉米拉面	脱氢乙酸	1
5044	玉米拉面	钠	1
5043	匆匆辣年	山梨酸	2
5042	匆匆辣年	钾	2
5041	鸭下巴	脱氢乙酸	1
5040	鸭下巴	钠	1
5039	玉米拉面	山梨酸	1
5038	玉米拉面	钾	1
5037	鲜汁素鸡丝	安赛蜜	1
5036	沙嗲猪肉干	防腐剂	1
5035	玫瑰重麻酥糖	霉菌	1
5034	卤牛肉	糖精钠	1
5033	黄鳝	地西泮	3
5032	油桑	铝	1
5031	百味金丝素食	安赛蜜	1
5030	红爽	脱氢乙酸	1
5029	红爽	钠	1
5028	高钙黑芝麻糊	霉菌	1
5027	津百味肉丸	氯霉素	1
5026	豆角干	安赛蜜	1
5025	邓家素鱼排	安赛蜜	1
5024	魔芋代餐粥	钠	2
5023	恒安饮用纯净水	铜	2
5022	金华土鸡	呋喃它酮代谢物	1
5021	薏米红豆红枣糕	钠	1
5020	草本瘦身素	西布曲明	1
5019	生菜	甲胺磷	1
5018	生菜	磷	1
5017	豆豆香	防腐剂	2
5016	小脆瓜	甜蜜素	1
5015	红薯粉丝	亮蓝	1
5014	PZ麟海无公害菠菜	氟	1
5013	大面筋	山梨酸	2
5012	大面筋	钾	2
5011	红灯绿灯	脱氢乙酸	1
5010	红灯绿灯	钠	1
5009	艾叶馒头	脱氢乙酸	1
5008	艾叶馒头	钠	1
5007	干制黄花菜	铅	3
5006	正宗本地豆面	日落黄	1
5005	素俏味龙虾丝	脱氢乙酸	1
5004	素俏味龙虾丝	钠	1
5003	小黄鱼	磺胺类	1
5002	青瓜海蜇皮	铝	1
5001	燕麦烧七白玫瑰味	能量	1
5000	尚林山泉包装饮用纯净水	铜	1
4999	散装黄花菜	铅	1
4998	散装鲜土鸡	磺胺类	1
4997	香葱姑嫂饼	防腐剂	1
4996	代餐粗粮饼原味	能量	1
4995	鮰鱼	氟	1
4994	水产品	氟	3
4993	丝丝爽	山梨酸	1
4992	丝丝爽	钾	1
4991	桂花酒	甜蜜素	1
4990	丝丝爽	脱氢乙酸	1
4989	丝丝爽	钠	1
4988	软包装芦荟罐头	脱氢乙酸	2
4987	软包装芦荟罐头	钠	2
4986	匆匆辣年	脱氢乙酸	2
4985	匆匆辣年	钠	2
4984	大闸蟹	氟	1
4983	花雕酒	脱氢乙酸	2
4982	东丸酿造淡口酱油	氨基酸态氮	1
4981	霞幕山泉饮用天然水	铜	1
4980	冰糖	还原糖	1
4979	薏仁红豆粉	霉菌	1
4978	代餐饼干	钠	1
4977	腊肉	山梨酸	3
4976	腊肉	钾	3
4975	鲜乌鸡	磺胺类	1
4974	酒鬼蹄筋味素食	安赛蜜	1
4973	洋鸡蛋	恩诺沙星	1
4972	洋鸡蛋	环丙沙星	1
4971	小红蟹	镉	1
4970	鸡心	氟	1
4969	羊脖	五氯酚酸钠	1
4968	羊脖	钠	1
4967	老式蛋糕	苯甲酸	1
4966	老式蛋糕	钠	1
4965	鲜活鳊鱼	恩诺沙星	1
4964	鲜活鳊鱼	环丙沙星	1
4963	即食鱼干、鱼片	山梨酸	1
4962	即食鱼干、鱼片	钾	1
4961	鲜活牛蛙	恩诺沙星	3
4960	鲜活牛蛙	环丙沙星	3
4959	白糖馒头	糖精钠	1
4958	白糖馒头	钠	1
4957	红酥鱼	山梨酸	1
4956	红酥鱼	钾	1
4955	大阿嫂晒露	氨基酸态氮	1
4954	龙鱼酥	N-二甲基亚硝胺	1
4953	郑正圆五仁糕	霉菌	1
4952	品知爱 老宁波酱菜系列	苯甲酸	1
4951	品知爱 老宁波酱菜系列	钠	2
4950	品知爱 老宁波酱菜系列	糖精钠	1
4949	白豆腐	山梨酸	1
4948	白豆腐	钾	1
4947	杨梅	铅	1
4946	正甘泉饮用纯净水	铜	1
4945	特级咸菜	苯甲酸	1
4944	特级咸菜	钠	1
4943	黄瓜	甲氨基阿维菌素苯甲酸盐	1
4942	黄瓜	苯甲酸	1
4941	黄瓜	阿维菌素	1
4940	白斩鹅	苯甲酸	1
4939	白斩鹅	钠	1
4938	白豆腐干	山梨酸	2
4937	白豆腐干	钾	2
4936	进口香蕉	噻虫嗪	2
4935	酒鬼鱼	镉	1
4934	奶茶	甜蜜素	1
4933	顺雨丝香米	镉	1
4932	鲜活牛蛙	呋喃西林代谢物	1
4931	长茄子	霜霉威和霜霉威盐酸盐	1
4930	冻鸡肉	磺胺类	1
4929	龙利鱼	恩诺沙星	1
4928	龙利鱼	环丙沙星	1
4927	糯谷酒	糖精钠	1
4926	糯谷酒	钠	1
4925	60度高粱王	甲醇	1
4924	五香干	脱氢乙酸	3
4923	胡柚果脯	霉菌	1
4922	香葱	甲基异柳磷	2
4921	水产品	挥发性盐基氮	1
4920	欧式蛋糕	防腐剂	1
4919	蜂王浆	10-羟基-2-癸烯酸	1
4918	五香豆腐干	脱氢乙酸	1
4917	五香豆腐干	钠	1
4916	腌白萝卜	甜蜜素	1
4915	早稻米烧酒	甲醇	1
4914	糖醋海蜇	铝	1
4913	湿粉皮	脱氢乙酸	1
4912	湿粉皮	钠	1
4911	海鲈鱼	五氯酚酸钠	1
4910	海鲈鱼	钠	1
4909	越手势牌蓝莓味果干	胭脂红	1
4908	白豆腐干	脱氢乙酸	2
4907	优飨鲜味蚝油	氨基酸态氮	1
4906	长豆	乐果	1
4905	鸭头	亚硝酸盐	1
4904	鸭头	硝酸盐	1
4903	全凌记黑橄榄	胭脂红	1
4902	猪排骨肉	恩诺沙星	1
4901	猪排骨肉	环丙沙星	1
4900	B级–进口香蕉	吡虫啉	1
4899	U100牌椰枣	霉菌	1
4898	越手势牌蓝莓味果干	亮蓝	1
4897	越手势牌蓝莓味果干	苋菜红	1
4896	调味料酒	氨基酸态氮	6
4895	老酒汗	氰化物	1
4894	长茄	镉	1
4893	蓝莓白兰地	甲醇	1
4892	小米椒	镉	1
4891	奇多咔酥松曲奇	山梨酸	1
4890	奇多咔酥松曲奇	钾	1
4889	红辣椒	镉	1
4888	酱瓜	纽甜	1
4887	拍西瓜	灰分	1
4886	拍西瓜	钠	2
4885	M6鲜选芹菜	乐果	1
4884	炸油条	铝	1
4883	甜绿豆酥	苯甲酸	1
4882	甜绿豆酥	钠	1
4881	玉米烧50°	甜蜜素	1
4880	白象香糕	脱氢乙酸	1
4879	白象香糕	钠	1
4878	百合	二氧化硫	1
4877	咸绿豆酥	苯甲酸	1
4876	咸绿豆酥	钠	1
4875	乌镇饮用纯净水	铜	1
4874	红对虾	呋喃唑酮	1
4873	餐勺	钠	1
4872	餐勺	阴离子合成洗涤剂	1
4871	小米辣椒	镉	1
4870	陈酿红曲糯米酒	甜蜜素	1
4869	外婆亲亲味梅干菜	苯甲酸	1
4868	外婆亲亲味梅干菜	钠	1
4867	威龙干红葡萄酒	甜蜜素	1
4866	素北京烤鸭	糖精钠	1
4865	素北京烤鸭	钠	1
4864	小米辣	苯甲酸	1
4863	小米辣	钠	1
4862	姜芽	二氧化硫	1
4861	红豆饼	防腐剂	1
4860	甜馒头	安赛蜜	3
4859	火玫瑰红葡萄酒	胭脂红	1
4858	铁山楂	苯甲酸	1
4857	铁山楂	钠	1
4856	金得来盐津杨梅	防腐剂	1
4855	蜂蜜柠檬茶	乙二胺四乙酸二钠	1
4854	蜂蜜柠檬茶	钠	1
4853	丹麦手撕面包	霉菌	1
4852	鲟鱼	恩诺沙星	1
4851	鲟鱼	环丙沙星	1
4850	大白谷物巧克力	环己基氨基磺酸钠	1
4849	大白谷物巧克力	甜蜜素	1
4848	大白谷物巧克力	钠	1
4847	白花生	镉	1
4846	蛋黄派	脱氢乙酸	2
